doc_id,source,category,title,text,date
pubmed_30238080,pubmed,medical,Effect of bevacizumab plus XELOX (CapeOX) chemotherapy on liver natural killer cell activity in colorectal cancer with resectable liver metastasis.,"Effect of bevacizumab plus XELOX (CapeOX) chemotherapy on liver natural killer cell activity in colorectal cancer with resectable liver metastasis.

We investigated the chemotherapy effect of resectable colorectal cancer with liver metastasis (CRLM) on the function of intrahepatic immune cells.",2018
pubmed_39355722,pubmed,medical,Evaluating mental health support by healthcare providers for patients with atopic dermatitis: A cross-sectional survey.,"Evaluating mental health support by healthcare providers for patients with atopic dermatitis: A cross-sectional survey.

Atopic dermatitis (AD) is associated with psychosocial symptoms, resulting in significant mental health burden and reduced quality of life.",2024
pubmed_41906059,pubmed,medical,Harnessing natural sunlight indoors: sensor-regulated therapeutic approach to enhance vitamin D status in humans.,"Harnessing natural sunlight indoors: sensor-regulated therapeutic approach to enhance vitamin D status in humans.

Vitamin D deficiency is a widespread global health issue, even in sun-rich regions like the United Arab Emirates (UAE), where environmental, behavioral, and cultural factors limit skin exposure to ultraviolet B (UVB) radiation. To address this, we developed and assessed a sensor-guided indoor sunlight reflection system that redirects natural sunlight indoors for controlled vitamin D synthesis. Sixteen healthy adults participated in a pre-post interventional study using this system, which features automated solar tracking and UV-index-based exposure control. Participants underwent four sessions weekly for eight weeks, each lasting 10–20 min depending on skin tone and UV intensity. Serum samples were taken at the start, middle, and end of the study. We measured eight vitamin D metabolites and epimers with a high-specificity LC-MS/MS workflow that differentiates 25(OH)D",2026
2605.02248v1,arxiv,financial,Statistics of a multi-factor function from its Fourier transform,"Statistics of a multi-factor function from its Fourier transform

For a phenomenon $\boldsymbol{f}$ that is a function of $n$ factors, defined on a finite abelian group $G$, we derive its population statistics solely from its Fourier transform $\hat{\boldsymbol{f}}$. Our main result is an \textit{$m$-Coefficient/Index Annihilation Theorem}: the $m$th moment of $\boldsymbol{f}$ becomes a series of terms, each with precisely $m$ Fourier coefficients --- and surprisingly, the coefficient \textit{indices} in each term sum to zero under group addition. This condition acts like a filter, limiting which terms appear in the Fourier domain, and can reveal deeper relationships between the variables driving $\boldsymbol{f}$. These techniques can also be used as an analytical/design tool, or as a feasibility constraint in search algorithms. For functions defined on $\mathbb{Z}_2^n$, we show how the skew, kurtosis, etc. of a binomial distribution can be derived from the Fourier domain. Several other examples are presented.",2026-05-04T05:44:30Z
pubmed_40436455,pubmed,medical,Functional vision tests as clinical trial outcome measures in ophthalmology: a scoping review.,"Functional vision tests as clinical trial outcome measures in ophthalmology: a scoping review.

To identify currently available functional vision tests and evaluate their use as clinical trial outcome measures in ophthalmology.",2025
2605.12899v1,arxiv,scientific,Robust Sequential Experimental Design for A/B Testing,"Robust Sequential Experimental Design for A/B Testing

Experimental design has emerged as a powerful approach for improving the sample efficiency of A/B testing, yet existing designs rely critically on correctly specified models. We study robust sequential experimental design under model misspecification and develop a unified framework that covers both contextual bandit and dynamic settings. Theoretically, we prove that our design bounds the worst-case mean squared error of the estimated treatment effect. Empirically, we demonstrate the effectiveness of the proposed approach using synthetic and real-world datasets from a leading technology company.",2026-05-13T02:24:57Z
pubmed_42101387,pubmed,medical,Use of Semaglutide and Tirzepatide in Rheumatic and Musculoskeletal Diseases: Insights on Initiation Patterns and Weight Loss From the Rheumatology Informatics System for Effectiveness Registry.,"Use of Semaglutide and Tirzepatide in Rheumatic and Musculoskeletal Diseases: Insights on Initiation Patterns and Weight Loss From the Rheumatology Informatics System for Effectiveness Registry.

Glucagon-like peptide-1 receptor agonists (GLP-1 RAs) such as semaglutide (SEM) and tirzepatide (TZP) were initially approved for type 2 diabetes management but are increasingly used for weight loss. Limited data exist on real-world use among patients with rheumatic and musculoskeletal diseases (RMDs). This study aimed to describe characteristics and trends in SEM and TZP initiation among individuals with RMDs and to identify factors associated with weight loss.",2026
2605.13469v1,arxiv,scientific,"The impact of flickering variability and magnetisation on the dynamics, stability and morphology of radio-loud AGN jets","The impact of flickering variability and magnetisation on the dynamics, stability and morphology of radio-loud AGN jets

The physics governing the morphology of radio-loud AGN jets is not fully understood. We investigate how magnetization, flickering jet power and their interplay affects the morphology of radio galaxies. We present a grid of relativistic magnetohydrodynamic simulations using the PLUTO code covering constant and variable jets with two levels of magnetisation. We find that the constant high magnetisation jets can lead to highly asymmetrical cocoon morphologies, whilst the variable high magnetisation jet can exhibit a broken morphology, caused by a discontinuous jet beam. Our work highlights the importance of magnetisation and variability on the stability and resulting morphology of radio-loud AGN jets, suggesting both are significant factors in addition to jet power or environment. Furthermore, we show that the interaction between magnetisation and variability can lead to the development of localised kink instabilities along the jet beam. Finally, we discuss the effects of hydrodynamic mixing in low magnetisation jets and the role of viewing angle dependence in comparisons between our simulations and observed sources. To facilitate this comparison we present a library of simulated radio images at different times in the simulations and from various viewing angles, which highlight a diverse set of complex morphologies.",2026-05-13T12:56:29Z
pubmed_42116552,pubmed,medical,Mammographic surveillance in breast cancer patients aged 50 years or older: a synopsis of the Mammo-50 RCT.,"Mammographic surveillance in breast cancer patients aged 50 years or older: a synopsis of the Mammo-50 RCT.

Annual surveillance mammograms for an unspecified period, after treatment for early breast cancer, are widely practised in the United States of America and Europe. Current UK guidelines recommend annual mammograms for 5 years, then reverts to 3-yearly screening. The aim of this trial was to evaluate whether less than annual mammography was non-inferior in terms of breast cancer-specific survival and cost-effectiveness in women aged 50 years or older at diagnosis and 3 years post curative surgery.",2026
wiki_bank_rate,wikipedia,financial,Bank rate,"Bank rate, also known as discount rate in American English, and (familiarly) the base rate in European English, is the rate of interest which a central bank charges on its loans and advances to a commercial bank. The bank rate is known by a number of different terms depending on the country, and has changed over time in some countries as the mechanisms used to manage the rate have changed.
Whenever a bank has a shortage of funds, they can typically borrow from the central bank based on the monetary policy of the country. The borrowing is commonly done via repos: the repo rate is the rate at which the central bank lends short-term money to the banks against securities. It is more applicable when there is a liquidity crunch in the market. In contrast, the reverse repo rate is the rate at which banks can park surplus funds with the reserve bank, which is mostly done when there is surplus liquidity.


== Determining the rate ==
The interest rate that is charged by a country's central or federal bank on loans and advances controls the money supply in the economy and the banking sector. This is typically done on a quarterly basis to control inflation and to stabilize the country's exchange rates. A change in bank rates may trigger a ripple effect, as it impacts every sphere of a country's economy. For instance, stock markets prices tend to react to unexpected interest rate changes. A change in bank rates affects customers as it influences prime interest rates for personal loans.


== By country ==


=== Australia ===
In Australia, the Reserve Bank of Australia sets the bank rate, known as the official cash rate. Until 2024, the board would meet eleven times per year to review and set the cash rate. In 2023, it was announced that the board would meet only eight times, excluding the months of April, July, and October from its meeting schedule. The RBA justified the change by stating longer and less frequent meetings would allow more time to examine issues and discuss changes in policy and strategy in better detail.


=== Brazil ===
In Brazil, the discount rate is called SELIC (Special System of Liquidation and Custody, translated). It is the mean term of the overnight rate, fixed by the Committee of Monetary Policy, a branch of the Central Bank of Brazil. There are some assets of the public debt whose interest rate is linked to the SELIC: an increase in this rate provides more profit for its owner.


=== Canada ===
In Canada, the bank rate is defined as the upper ",
pubmed_39615150,pubmed,medical,Improving care for amyotrophic lateral sclerosis with artificial intelligence and affective computing.,"Improving care for amyotrophic lateral sclerosis with artificial intelligence and affective computing.

Patients with ALS often face difficulties expressing emotions due to impairments in facial expression, speech, body language, and cognitive function. This study aimed to develop non-invasive AI tools to detect and quantify emotional responsiveness in ALS patients, providing objective insights. Improved understanding of emotional responses could enhance patient-provider communication, telemedicine effectiveness, and clinical trial outcome measures.",2025
2605.13417v1,arxiv,scientific,State-resolved multimodal contributions to stratospheric polar vortex predictability,"State-resolved multimodal contributions to stratospheric polar vortex predictability

The dynamical basis of stratospheric polar vortex predictability remains unclear, particularly the relative roles of persistence, structural variability, and cross-level coupling. Here we provide a state-resolved and quantitative framework using eigen microstate theory applied to ERA5 geopotential height fields, enabling attribution of predictability to dynamically coherent circulation states via a mesoscopic Granger-causality approach. We show that short-term predictability is dominated by persistence of the leading stratospheric state, whereas extended predictability arises from higher-order stratospheric structures and tropospheric variability. These contributions exhibit strong lead-time dependence and become more distributed during sudden stratospheric warming events. Our results unify SPV predictability within a multimodal, state-resolved framework and provide a physically interpretable pathway for improving subseasonal-to-seasonal forecasts.",2026-05-13T12:13:13Z
pubmed_41102711,pubmed,medical,"Healthcare utilisation among low-income individuals affected by violence in Rio de Janeiro, Brazil: a retrospective cohort study.","Healthcare utilisation among low-income individuals affected by violence in Rio de Janeiro, Brazil: a retrospective cohort study.

Violence is associated with adverse health outcomes and affects healthcare utilisation, but there is limited robust evidence on this relationship in the context of violence in urban environments. This study examines subsequent patterns of healthcare utilisation by individuals who accessed healthcare as a result of experiencing violence in Rio de Janeiro, Brazil.",2025
2605.13535v1,arxiv,scientific,Shared quasispecies architecture in experimental and natural RNA virus populations,"Shared quasispecies architecture in experimental and natural RNA virus populations

RNA viruses form genetically diverse populations structured as mutant spectra, or quasispecies, whose internal organization influences their evolutionary and adaptive dynamics. While genetic diversity has been extensively characterized, the structural organization of viral populations in sequence space remains less explored. Here, we compare genotype network architectures in two RNA viruses with markedly different evolutionary contexts: bacteriophage $Qβ$ evolving in controlled laboratory conditions and SARS-CoV-2 evolving within infected human hosts. Using deep sequencing data, we reconstruct the genotype network of mutationally coupled variants within viral populations and analyze their topological properties. Despite large differences in genome size, mutation rate, and ecological setting, both viruses exhibit a common organization: a highly abundant central haplotype surrounded by layers of variants of diminishing abundance as Hamming distance to the central haplotype increases. All reconstructed networks share qualitative and quantitative topological features, displaying a hierarchical structure. The robust organization of both populations under multiple conditions suggests that RNA viruses may share a common genotype network architecture governed by fundamental properties of sequence space and the generic mechanisms of replication and mutation. Genotype networks provide a unifying framework to describe viral population structure beyond conventional diversity measures and, by revealing how local constraints shape mutational search, offers insights into the predictability of viral evolution.",2026-05-13T13:46:53Z
pubmed_39320477,pubmed,medical,Quantitative MRI distinguishes different leukodystrophies and correlates with clinical measures.,"Quantitative MRI distinguishes different leukodystrophies and correlates with clinical measures.

The leukodystrophy ""vanishing white matter"" (VWM) and ""metachromatic leukodystrophy"" (MLD) affect the brain's white matter, but have very different underlying pathology. We aim to determine whether quantitative MRI reflects known neuropathological differences and correlates with clinical scores in these leukodystrophies.",2025
